Customer_ID,FICO_Score,Credit_Bureau_Score,Annual_Salary,Account_Open_Date,ZIP_Code,Business_Type,Asset_Value,Time_on_Books,PD,RWA,FICO_Band,Credit_Bureau_Band,Salary_Band,Counterparty_ID,Product_Type,CCF_Source
149,685,618,69811,2013-02-14,20002,Tech,421012,12.5,0.165,59067.67357459172,650–699,600–649,$60K–80K,149.0,Guarantee,Standardized
150,686,601,50447,2015-03-05,94105,Tech,183615,10.5,0.164,33926.64296622692,650–699,600–649,$40K–60K,150.0,Guarantee,Standardized
151,412,643,148046,2010-09-24,60606,Manufacturing,942063,14.9,0.438,298077.9482987465,<600,600–649,$100K+,151.0,Trade Finance,Internal Model
151,412,643,148046,2010-09-24,60606,Manufacturing,942063,14.9,0.438,298077.9482987465,<600,600–649,$100K+,151.0,Securitization,Internal Model
152,380,310,103930,2015-01-20,10001,Tech,507666,10.6,0.47,261479.98304877328,<600,<600,$100K+,152.0,Commitment,Internal Model
153,412,361,143278,2014-09-05,30303,Tech,698499,11.0,0.438,285937.96138782246,<600,<600,$100K+,153.0,Derivative,Internal Model
154,301,525,120037,2019-12-10,20002,Retail,130494,5.7,0.549,45332.13238934316,<600,<600,$100K+,154.0,Commitment,Standardized
155,519,452,50254,2018-10-17,10001,Healthcare,769229,6.9,0.331,301236.5970336496,<600,<600,$40K–60K,155.0,Commitment,Internal Model
156,524,609,104045,2016-04-12,20002,Healthcare,543090,9.4,0.326,160682.70324715335,<600,600–649,$100K+,,,
157,684,542,136859,2016-09-08,94105,Retail,181277,9.0,0.166,23307.02583705204,650–699,<600,$100K+,157.0,Guarantee,Standardized
158,702,792,77418,2014-02-19,30303,Retail,501966,11.5,0.148,65498.19400632301,700–749,750+,$60K–80K,158.0,Commitment,Internal Model
159,429,665,134534,2011-04-21,30303,Tech,306303,14.4,0.421,143746.4284391177,<600,650–699,$100K+,,,
160,352,629,34472,2019-10-29,94105,Finance,21516,5.8,0.498,8389.197132531584,<600,600–649,<$40K,160.0,Derivative,Internal Model
160,352,629,34472,2019-10-29,94105,Finance,21516,5.8,0.498,8389.197132531584,<600,600–649,<$40K,160.0,Commitment,Internal Model
160,352,629,34472,2019-10-29,94105,Finance,21516,5.8,0.498,8389.197132531584,<600,600–649,<$40K,160.0,Trade Finance,Internal Model
161,715,406,131193,2012-09-03,30303,Tech,322636,13.0,0.135,31168.827690407525,700–749,<600,$100K+,161.0,Derivative,Standardized
161,715,406,131193,2012-09-03,30303,Tech,322636,13.0,0.135,31168.827690407525,700–749,<600,$100K+,161.0,Guarantee,Internal Model
161,715,406,131193,2012-09-03,30303,Tech,322636,13.0,0.135,31168.827690407525,700–749,<600,$100K+,161.0,Securitization,Standardized
162,546,525,23471,2013-04-22,60606,Retail,825518,12.4,0.304,170009.31950259706,<600,<600,<$40K,162.0,Derivative,Standardized
163,738,517,127332,2012-11-09,20002,Healthcare,648046,12.8,0.112,56520.07816151309,700–749,<600,$100K+,163.0,Guarantee,Internal Model
163,738,517,127332,2012-11-09,20002,Healthcare,648046,12.8,0.112,56520.07816151309,700–749,<600,$100K+,163.0,Trade Finance,Internal Model
164,502,805,140312,2015-05-15,10001,Tech,564768,10.3,0.348,209909.6045468748,<600,750+,$100K+,,,
165,483,558,143379,2011-07-12,94105,Finance,193163,14.1,0.367,62594.88074036276,<600,<600,$100K+,165.0,Guarantee,Internal Model
166,422,816,115804,2012-10-14,60606,Tech,138023,12.9,0.428,43507.2340616772,<600,750+,$100K+,,,
167,700,353,28329,2019-11-05,10001,Manufacturing,382339,5.8,0.15,40129.02059092127,700–749,<600,<$40K,167.0,Commitment,Internal Model
167,700,353,28329,2019-11-05,10001,Manufacturing,382339,5.8,0.15,40129.02059092127,700–749,<600,<$40K,167.0,Commitment,Internal Model
168,593,346,54865,2014-05-25,10001,Tech,188838,11.3,0.257,38807.509202108165,<600,<600,$40K–60K,168.0,Derivative,Internal Model
168,593,346,54865,2014-05-25,10001,Tech,188838,11.3,0.257,38807.509202108165,<600,<600,$40K–60K,168.0,Securitization,Standardized
169,579,820,66850,2019-11-10,94105,Retail,835169,5.8,0.271,263438.7799888778,<600,750+,$60K–80K,,,
170,497,398,74220,2012-06-01,60606,Healthcare,281409,13.2,0.353,80047.65052177553,<600,<600,$60K–80K,170.0,Trade Finance,Internal Model
171,810,319,132234,2016-01-04,10001,Healthcare,648453,9.6,0.04,30940.920514200265,750+,<600,$100K+,171.0,Guarantee,Standardized
172,443,789,113808,2011-10-28,10001,Retail,653789,13.8,0.407,237124.8750713167,<600,750+,$100K+,172.0,Securitization,Standardized
173,500,718,128381,2019-03-30,60606,Manufacturing,783617,6.4,0.35,194042.7073533424,<600,700–749,$100K+,173.0,Securitization,Standardized
173,500,718,128381,2019-03-30,60606,Manufacturing,783617,6.4,0.35,194042.7073533424,<600,700–749,$100K+,173.0,Derivative,Standardized
174,423,361,26397,2017-04-21,30303,Retail,343134,8.4,0.427,166251.88574276483,<600,<600,<$40K,174.0,Trade Finance,Internal Model
175,486,444,117909,2014-11-07,10001,Tech,504670,10.8,0.364,160960.26408133376,<600,<600,$100K+,,,
176,625,515,149004,2017-11-07,20002,Retail,811818,7.8,0.225,187372.16605005608,600–649,<600,$100K+,176.0,Trade Finance,Internal Model
177,763,302,55525,2012-05-13,60606,Retail,901150,13.3,0.087,93313.852385506,750+,<600,$40K–60K,177.0,Commitment,Standardized
178,648,459,73072,2011-08-05,10001,Manufacturing,833857,14.1,0.202,106134.36333152164,600–649,<600,$60K–80K,178.0,Commitment,Standardized
179,702,419,110106,2018-05-29,94105,Tech,131635,7.2,0.148,12819.468887934112,700–749,<600,$100K+,,,
180,645,388,103820,2011-11-26,20002,Finance,708614,13.8,0.205,149954.1872075714,600–649,<600,$100K+,180.0,Trade Finance,Internal Model
181,810,628,104530,2013-06-05,10001,Finance,230935,12.2,0.04,7104.438171264956,750+,600–649,$100K+,181.0,Trade Finance,Internal Model
182,446,656,43284,2018-09-09,20002,Healthcare,521566,7.0,0.404,149728.38139816612,<600,650–699,$40K–60K,182.0,Commitment,Internal Model
183,447,566,81330,2014-05-30,20002,Retail,63634,11.2,0.403,15992.350683456489,<600,<600,$80K–100K,,,
184,788,622,103369,2019-07-21,30303,Healthcare,713022,6.1,0.062,27103.889729386312,750+,600–649,$100K+,184.0,Guarantee,Internal Model
185,637,840,45122,2013-05-24,20002,Manufacturing,883420,12.3,0.213,200341.33393873333,600–649,750+,$40K–60K,,,
186,772,494,90553,2016-09-20,30303,Finance,769144,8.9,0.078,40834.996678041935,750+,<600,$80K–100K,186.0,Securitization,Standardized
187,450,631,101906,2011-02-03,60606,Retail,902769,14.6,0.4,318003.0414623184,<600,600–649,$100K+,187.0,Commitment,Internal Model
188,714,469,114788,2015-05-01,30303,Manufacturing,502503,10.3,0.136,65848.58613315989,700–749,<600,$100K+,188.0,Derivative,Standardized
189,597,820,82812,2011-12-16,94105,Manufacturing,228599,13.7,0.253,49565.70461660048,<600,750+,$80K–100K,189.0,Commitment,Internal Model
190,562,762,27999,2011-12-05,10001,Retail,247919,13.7,0.288,44001.66311548644,<600,750+,<$40K,190.0,Derivative,Standardized
190,562,762,27999,2011-12-05,10001,Retail,247919,13.7,0.288,44001.66311548644,<600,750+,<$40K,190.0,Trade Finance,Standardized
190,562,762,27999,2011-12-05,10001,Retail,247919,13.7,0.288,44001.66311548644,<600,750+,<$40K,190.0,Derivative,Internal Model
190,562,762,27999,2011-12-05,10001,Retail,247919,13.7,0.288,44001.66311548644,<600,750+,<$40K,190.0,Guarantee,Internal Model
190,562,762,27999,2011-12-05,10001,Retail,247919,13.7,0.288,44001.66311548644,<600,750+,<$40K,190.0,Guarantee,Internal Model
191,443,339,42436,2017-09-09,60606,Manufacturing,478668,8.0,0.407,208474.7847461909,<600,<600,$40K–60K,191.0,Trade Finance,Standardized
191,443,339,42436,2017-09-09,60606,Manufacturing,478668,8.0,0.407,208474.7847461909,<600,<600,$40K–60K,191.0,Derivative,Standardized
192,645,836,62963,2016-12-21,60606,Retail,413359,8.7,0.205,51377.68252594754,600–649,750+,$60K–80K,192.0,Securitization,Standardized
192,645,836,62963,2016-12-21,60606,Retail,413359,8.7,0.205,51377.68252594754,600–649,750+,$60K–80K,192.0,Derivative,Standardized
192,645,836,62963,2016-12-21,60606,Retail,413359,8.7,0.205,51377.68252594754,600–649,750+,$60K–80K,192.0,Securitization,Internal Model
193,301,560,22096,2019-09-07,94105,Retail,494607,6.0,0.549,287053.3489011672,<600,<600,<$40K,,,
194,603,694,149940,2014-09-11,30303,Tech,943085,11.0,0.247,264618.07555528224,600–649,650–699,$100K+,194.0,Derivative,Internal Model
195,553,525,133737,2015-05-27,10001,Healthcare,601731,10.3,0.297,153641.2241794098,<600,<600,$100K+,195.0,Commitment,Internal Model
196,752,423,45279,2018-04-10,30303,Manufacturing,301568,7.4,0.098,27228.54378459682,750+,<600,$40K–60K,196.0,Commitment,Internal Model
196,752,423,45279,2018-04-10,30303,Manufacturing,301568,7.4,0.098,27228.54378459682,750+,<600,$40K–60K,196.0,Trade Finance,Internal Model
197,336,337,141092,2010-03-23,20002,Manufacturing,360988,15.4,0.514,164430.63984012627,<600,<600,$100K+,,,
198,459,627,128899,2011-08-27,30303,Tech,838416,14.0,0.391,273246.7684067937,<600,600–649,$100K+,198.0,Trade Finance,Standardized
199,308,550,134245,2015-05-25,60606,Tech,51505,10.3,0.542,31613.27758577024,<600,<600,$100K+,,,
200,532,475,46201,2014-09-07,10001,Tech,112478,11.0,0.318,40645.33283122695,<600,<600,$40K–60K,,,
201,398,753,39715,2015-08-09,30303,Finance,72699,10.1,0.452,26336.91376780192,<600,750+,<$40K,201.0,Guarantee,Internal Model
201,398,753,39715,2015-08-09,30303,Finance,72699,10.1,0.452,26336.91376780192,<600,750+,<$40K,201.0,Trade Finance,Internal Model
201,398,753,39715,2015-08-09,30303,Finance,72699,10.1,0.452,26336.91376780192,<600,750+,<$40K,201.0,Trade Finance,Standardized
202,507,336,49309,2017-09-20,10001,Finance,954461,7.9,0.343,317245.04083374696,<600,<600,$40K–60K,202.0,Derivative,Standardized
203,430,615,35078,2012-06-21,10001,Finance,428680,13.2,0.42,208158.7369026536,<600,600–649,<$40K,203.0,Derivative,Standardized
203,430,615,35078,2012-06-21,10001,Finance,428680,13.2,0.42,208158.7369026536,<600,600–649,<$40K,203.0,Commitment,Standardized
204,703,413,76614,2010-12-31,20002,Retail,910444,14.7,0.147,157555.57502249608,700–749,<600,$60K–80K,204.0,Trade Finance,Standardized
205,451,339,25105,2010-06-12,20002,Manufacturing,164721,15.2,0.399,59504.60375810801,<600,<600,<$40K,,,
206,353,600,137666,2018-07-17,60606,Healthcare,969569,7.1,0.497,420048.66308187327,<600,600–649,$100K+,206.0,Trade Finance,Internal Model
207,419,523,114848,2017-01-02,94105,Retail,831190,8.6,0.431,274849.88829888485,<600,<600,$100K+,207.0,Securitization,Internal Model
208,719,617,22839,2019-04-24,10001,Manufacturing,146668,6.3,0.131,22582.08024391136,700–749,600–649,<$40K,208.0,Derivative,Standardized
209,721,648,88920,2015-02-07,94105,Manufacturing,288518,10.6,0.129,25520.52130633767,700–749,600–649,$80K–100K,,,
210,403,414,63619,2010-04-26,60606,Tech,652974,15.3,0.447,276671.8044016882,<600,<600,$60K–80K,,,
211,553,622,62821,2018-03-08,10001,Tech,275919,7.5,0.297,63061.4137303513,<600,600–649,$60K–80K,,,
212,526,339,145736,2016-07-12,10001,Retail,823820,9.1,0.324,204833.9553362401,<600,<600,$100K+,,,
213,411,339,33493,2012-05-30,94105,Tech,395944,13.2,0.439,146526.4916136444,<600,<600,<$40K,213.0,Derivative,Internal Model
214,809,588,37069,2017-08-16,30303,Manufacturing,817461,8.0,0.041,40194.80769377809,750+,<600,<$40K,,,
215,772,561,132443,2012-04-19,20002,Tech,618269,13.4,0.078,30525.438694774133,750+,<600,$100K+,215.0,Derivative,Internal Model
215,772,561,132443,2012-04-19,20002,Tech,618269,13.4,0.078,30525.438694774133,750+,<600,$100K+,215.0,Commitment,Standardized
216,398,515,27531,2016-01-04,30303,Finance,325783,9.6,0.452,139467.87858013806,<600,<600,<$40K,,,
217,452,446,57051,2019-12-26,94105,Tech,124010,5.7,0.398,32058.845868327586,<600,<600,$40K–60K,217.0,Commitment,Internal Model
217,452,446,57051,2019-12-26,94105,Tech,124010,5.7,0.398,32058.845868327586,<600,<600,$40K–60K,217.0,Derivative,Standardized
217,452,446,57051,2019-12-26,94105,Tech,124010,5.7,0.398,32058.845868327586,<600,<600,$40K–60K,217.0,Trade Finance,Internal Model
218,637,635,27736,2013-09-08,20002,Manufacturing,942149,12.0,0.213,139011.97648911545,600–649,600–649,<$40K,218.0,Guarantee,Internal Model
218,637,635,27736,2013-09-08,20002,Manufacturing,942149,12.0,0.213,139011.97648911545,600–649,600–649,<$40K,218.0,Guarantee,Internal Model
219,462,467,27710,2016-10-26,30303,Retail,565393,8.8,0.388,189480.2990466409,<600,<600,<$40K,,,
220,460,391,87155,2017-11-24,20002,Healthcare,533472,7.8,0.39,188554.43580237785,<600,<600,$80K–100K,220.0,Guarantee,Internal Model
220,460,391,87155,2017-11-24,20002,Healthcare,533472,7.8,0.39,188554.43580237785,<600,<600,$80K–100K,220.0,Commitment,Internal Model
220,460,391,87155,2017-11-24,20002,Healthcare,533472,7.8,0.39,188554.43580237785,<600,<600,$80K–100K,220.0,Commitment,Internal Model
220,460,391,87155,2017-11-24,20002,Healthcare,533472,7.8,0.39,188554.43580237785,<600,<600,$80K–100K,220.0,Commitment,Standardized
221,697,652,33975,2012-11-02,10001,Tech,416884,12.8,0.153,48173.9240390408,650–699,650–699,<$40K,,,
222,576,662,82424,2012-07-31,30303,Manufacturing,269021,13.1,0.274,58223.01850953646,<600,650–699,$80K–100K,,,
223,803,644,65603,2019-10-06,20002,Healthcare,157032,5.9,0.047,4813.418664520197,750+,600–649,$60K–80K,223.0,Securitization,Standardized
223,803,644,65603,2019-10-06,20002,Healthcare,157032,5.9,0.047,4813.418664520197,750+,600–649,$60K–80K,223.0,Commitment,Internal Model
224,691,469,43252,2014-09-21,20002,Healthcare,660807,10.9,0.159,82156.26249404403,650–699,<600,$40K–60K,,,
225,434,655,100797,2016-05-23,20002,Finance,152429,9.3,0.416,74820.2298745417,<600,650–699,$100K+,225.0,Commitment,Internal Model
225,434,655,100797,2016-05-23,20002,Finance,152429,9.3,0.416,74820.2298745417,<600,650–699,$100K+,225.0,Derivative,Standardized
225,434,655,100797,2016-05-23,20002,Finance,152429,9.3,0.416,74820.2298745417,<600,650–699,$100K+,225.0,Derivative,Internal Model
226,494,490,21431,2017-07-30,30303,Healthcare,467820,8.1,0.356,194327.5143580027,<600,<600,<$40K,226.0,Securitization,Standardized
227,700,721,94603,2013-02-11,60606,Manufacturing,899171,12.5,0.15,108025.54623186863,700–749,700–749,$80K–100K,227.0,Trade Finance,Standardized
227,700,721,94603,2013-02-11,60606,Manufacturing,899171,12.5,0.15,108025.54623186863,700–749,700–749,$80K–100K,227.0,Trade Finance,Internal Model
228,332,306,57481,2016-12-02,30303,Manufacturing,323940,8.7,0.518,158154.44141591853,<600,<600,$40K–60K,,,
229,759,432,112573,2010-01-22,94105,Tech,287948,15.6,0.091,30022.583882906933,750+,<600,$100K+,229.0,Derivative,Internal Model
230,769,330,29557,2019-05-14,30303,Tech,662020,6.3,0.081,32373.131373265704,750+,<600,<$40K,230.0,Commitment,Standardized
230,769,330,29557,2019-05-14,30303,Tech,662020,6.3,0.081,32373.131373265704,750+,<600,<$40K,230.0,Commitment,Internal Model
231,674,834,94971,2014-10-16,20002,Tech,679986,10.9,0.176,130018.88890421136,650–699,750+,$80K–100K,231.0,Commitment,Standardized
231,674,834,94971,2014-10-16,20002,Tech,679986,10.9,0.176,130018.88890421136,650–699,750+,$80K–100K,231.0,Trade Finance,Internal Model
231,674,834,94971,2014-10-16,20002,Tech,679986,10.9,0.176,130018.88890421136,650–699,750+,$80K–100K,231.0,Commitment,Internal Model
232,321,725,123302,2011-11-14,10001,Healthcare,169204,13.8,0.529,104637.86798252452,<600,700–749,$100K+,,,
233,337,693,20162,2019-12-17,30303,Healthcare,804383,5.7,0.513,270200.3426197802,<600,650–699,<$40K,233.0,Securitization,Standardized
233,337,693,20162,2019-12-17,30303,Healthcare,804383,5.7,0.513,270200.3426197802,<600,650–699,<$40K,233.0,Guarantee,Standardized
233,337,693,20162,2019-12-17,30303,Healthcare,804383,5.7,0.513,270200.3426197802,<600,650–699,<$40K,233.0,Commitment,Standardized
233,337,693,20162,2019-12-17,30303,Healthcare,804383,5.7,0.513,270200.3426197802,<600,650–699,<$40K,233.0,Guarantee,Internal Model
234,529,662,54742,2018-02-01,30303,Finance,933953,7.6,0.321,208920.45226742097,<600,650–699,$40K–60K,234.0,Commitment,Standardized
235,664,736,39675,2015-01-08,20002,Tech,291209,10.6,0.186,63722.14586134578,650–699,700–749,<$40K,235.0,Derivative,Internal Model
236,737,381,93997,2016-06-25,10001,Retail,897935,9.2,0.113,93605.43318204329,700–749,<600,$80K–100K,,,
237,582,655,37015,2010-05-06,10001,Finance,115072,15.3,0.268,18766.266127606374,<600,650–699,<$40K,237.0,Commitment,Internal Model
238,326,557,70057,2010-10-04,94105,Retail,674490,14.9,0.524,266693.0090323864,<600,<600,$60K–80K,,,
239,525,823,52591,2015-06-23,30303,Healthcare,99360,10.2,0.325,28092.948677694007,<600,750+,$40K–60K,,,
240,576,594,113583,2013-05-12,10001,Finance,72287,12.3,0.274,20118.50038058508,<600,<600,$100K+,,,
241,583,523,146133,2016-02-20,10001,Finance,248009,9.5,0.267,68860.26742985699,<600,<600,$100K+,241.0,Derivative,Internal Model
242,780,824,120318,2019-11-28,60606,Manufacturing,717062,5.7,0.07,60095.31951785684,750+,750+,$100K+,242.0,Commitment,Internal Model
242,780,824,120318,2019-11-28,60606,Manufacturing,717062,5.7,0.07,60095.31951785684,750+,750+,$100K+,242.0,Derivative,Standardized
243,752,345,29833,2011-11-27,60606,Healthcare,702353,13.8,0.098,53172.096381141935,750+,<600,<$40K,243.0,Securitization,Internal Model
244,815,412,27896,2013-08-02,10001,Healthcare,697235,12.1,0.035,22522.5187472516,750+,<600,<$40K,244.0,Derivative,Standardized
245,846,532,52972,2010-02-26,94105,Finance,780644,15.5,0.004,2872.751586468752,750+,<600,$40K–60K,,,
246,491,316,69733,2019-03-29,10001,Healthcare,671414,6.4,0.359,203288.0378011897,<600,<600,$60K–80K,246.0,Commitment,Standardized
247,348,659,140363,2018-11-09,20002,Finance,240881,6.8,0.502,84826.62050857759,<600,650–699,$100K+,247.0,Guarantee,Standardized
247,348,659,140363,2018-11-09,20002,Finance,240881,6.8,0.502,84826.62050857759,<600,650–699,$100K+,247.0,Commitment,Standardized
248,811,522,61800,2010-01-19,30303,Manufacturing,117357,15.6,0.039,5430.399855322249,750+,<600,$60K–80K,,,
249,316,747,116044,2019-06-04,94105,Finance,451733,6.2,0.534,268240.33227210003,<600,700–749,$100K+,,,
250,471,664,25347,2016-04-30,20002,Healthcare,217440,9.3,0.379,74086.35915708078,<600,650–699,<$40K,,,
251,519,625,79063,2017-10-12,94105,Healthcare,563958,7.9,0.331,179566.78810228757,<600,600–649,$60K–80K,251.0,Derivative,Internal Model
252,457,766,115850,2010-04-23,20002,Finance,845544,15.4,0.393,244690.41933991387,<600,750+,$100K+,252.0,Trade Finance,Standardized
252,457,766,115850,2010-04-23,20002,Finance,845544,15.4,0.393,244690.41933991387,<600,750+,$100K+,252.0,Guarantee,Internal Model
253,776,713,22643,2019-09-30,30303,Finance,884820,5.9,0.074,60649.23119770673,750+,700–749,<$40K,253.0,Guarantee,Standardized
253,776,713,22643,2019-09-30,30303,Finance,884820,5.9,0.074,60649.23119770673,750+,700–749,<$40K,253.0,Securitization,Standardized
253,776,713,22643,2019-09-30,30303,Finance,884820,5.9,0.074,60649.23119770673,750+,700–749,<$40K,253.0,Derivative,Internal Model
253,776,713,22643,2019-09-30,30303,Finance,884820,5.9,0.074,60649.23119770673,750+,700–749,<$40K,253.0,Guarantee,Standardized
253,776,713,22643,2019-09-30,30303,Finance,884820,5.9,0.074,60649.23119770673,750+,700–749,<$40K,253.0,Derivative,Standardized
254,345,754,60785,2019-04-22,30303,Finance,361300,6.3,0.505,185554.99085632712,<600,750+,$60K–80K,254.0,Securitization,Standardized
254,345,754,60785,2019-04-22,30303,Finance,361300,6.3,0.505,185554.99085632712,<600,750+,$60K–80K,254.0,Guarantee,Internal Model
254,345,754,60785,2019-04-22,30303,Finance,361300,6.3,0.505,185554.99085632712,<600,750+,$60K–80K,254.0,Commitment,Internal Model
255,672,532,38681,2011-06-26,60606,Tech,169379,14.2,0.178,27408.88244759663,650–699,<600,<$40K,,,
256,817,523,70026,2017-05-18,20002,Healthcare,778447,8.3,0.033,30676.764099689448,750+,<600,$60K–80K,256.0,Trade Finance,Internal Model
256,817,523,70026,2017-05-18,20002,Healthcare,778447,8.3,0.033,30676.764099689448,750+,<600,$60K–80K,256.0,Guarantee,Internal Model
257,398,711,123864,2011-08-02,60606,Healthcare,208159,14.1,0.452,90964.62063356246,<600,700–749,$100K+,,,
258,336,634,35892,2012-12-24,20002,Tech,844354,12.7,0.514,356999.87339683966,<600,600–649,<$40K,258.0,Guarantee,Standardized
259,579,521,67299,2019-03-18,60606,Finance,204152,6.4,0.271,58826.79070862132,<600,<600,$60K–80K,259.0,Derivative,Standardized
259,579,521,67299,2019-03-18,60606,Finance,204152,6.4,0.271,58826.79070862132,<600,<600,$60K–80K,259.0,Securitization,Internal Model
260,648,336,37073,2010-01-25,30303,Manufacturing,889780,15.6,0.202,126224.24098687974,600–649,<600,<$40K,,,
261,796,577,122304,2014-04-22,94105,Finance,613623,11.4,0.054,27526.092207785725,750+,<600,$100K+,,,
262,601,495,50682,2015-08-11,60606,Finance,822744,10.0,0.249,165565.4377636168,600–649,<600,$40K–60K,,,
263,480,783,117798,2018-02-06,20002,Tech,76985,7.6,0.37,24470.54256614564,<600,750+,$100K+,263.0,Guarantee,Standardized
264,398,541,146021,2014-04-22,20002,Healthcare,665032,11.4,0.452,321355.89104463527,<600,<600,$100K+,264.0,Guarantee,Internal Model
265,415,623,116894,2010-05-21,30303,Finance,786001,15.3,0.435,304472.5482253558,<600,600–649,$100K+,265.0,Derivative,Standardized
266,490,491,144302,2014-11-03,20002,Healthcare,985112,10.8,0.36,381737.9152361671,<600,<600,$100K+,,,
267,552,316,34289,2011-10-10,10001,Retail,493178,13.9,0.298,139015.14839596103,<600,<600,<$40K,,,
268,460,823,135359,2016-02-14,94105,Healthcare,897395,9.5,0.39,281821.73767359694,<600,750+,$100K+,268.0,Derivative,Internal Model
268,460,823,135359,2016-02-14,94105,Healthcare,897395,9.5,0.39,281821.73767359694,<600,750+,$100K+,268.0,Securitization,Standardized
269,555,700,27927,2018-10-05,60606,Manufacturing,181349,6.9,0.295,58098.09682832096,<600,700–749,<$40K,269.0,Derivative,Internal Model
270,622,321,68330,2010-07-20,94105,Manufacturing,565839,15.1,0.228,95852.0101609852,600–649,<600,$60K–80K,270.0,Securitization,Standardized
271,427,773,86707,2018-10-04,30303,Finance,624101,6.9,0.423,193938.38735889696,<600,750+,$80K–100K,271.0,Guarantee,Standardized
271,427,773,86707,2018-10-04,30303,Finance,624101,6.9,0.423,193938.38735889696,<600,750+,$80K–100K,271.0,Derivative,Standardized
272,317,419,140279,2010-09-14,60606,Healthcare,459813,15.0,0.533,221234.44296529272,<600,<600,$100K+,272.0,Securitization,Standardized
273,622,509,97454,2011-07-01,60606,Finance,897457,14.2,0.228,154797.1319011289,600–649,<600,$80K–100K,273.0,Securitization,Standardized
274,587,605,127439,2016-02-20,10001,Tech,396486,9.5,0.263,63134.0256016396,<600,600–649,$100K+,274.0,Commitment,Standardized
275,454,569,124646,2017-07-13,30303,Manufacturing,710572,8.1,0.396,278285.21516690066,<600,<600,$100K+,,,
276,789,584,85428,2018-09-11,20002,Finance,19637,7.0,0.061,1086.044587024477,750+,<600,$80K–100K,,,
277,685,526,70601,2019-11-16,10001,Tech,839690,5.8,0.165,120164.89851152449,650–699,<600,$60K–80K,277.0,Commitment,Internal Model
277,685,526,70601,2019-11-16,10001,Tech,839690,5.8,0.165,120164.89851152449,650–699,<600,$60K–80K,277.0,Derivative,Standardized
277,685,526,70601,2019-11-16,10001,Tech,839690,5.8,0.165,120164.89851152449,650–699,<600,$60K–80K,277.0,Guarantee,Standardized
277,685,526,70601,2019-11-16,10001,Tech,839690,5.8,0.165,120164.89851152449,650–699,<600,$60K–80K,277.0,Derivative,Standardized
278,403,680,97465,2019-02-19,10001,Finance,963197,6.5,0.447,508125.8658309261,<600,650–699,$80K–100K,,,
279,692,759,22539,2012-03-12,94105,Healthcare,937328,13.5,0.158,139614.7081292899,650–699,750+,<$40K,279.0,Derivative,Internal Model
280,545,306,122263,2012-07-30,94105,Healthcare,663841,13.1,0.305,226375.0776117248,<600,<600,$100K+,280.0,Derivative,Internal Model
280,545,306,122263,2012-07-30,94105,Healthcare,663841,13.1,0.305,226375.0776117248,<600,<600,$100K+,280.0,Commitment,Standardized
281,475,328,131487,2019-06-18,94105,Healthcare,561238,6.2,0.375,143888.12362514512,<600,<600,$100K+,,,
282,338,332,42669,2019-02-14,10001,Healthcare,426704,6.5,0.512,205697.02645038467,<600,<600,$40K–60K,,,
283,776,378,90968,2011-02-18,20002,Retail,662158,14.5,0.074,54918.25582325352,750+,<600,$80K–100K,283.0,Trade Finance,Standardized
283,776,378,90968,2011-02-18,20002,Retail,662158,14.5,0.074,54918.25582325352,750+,<600,$80K–100K,283.0,Trade Finance,Standardized
284,837,758,40644,2015-07-08,60606,Tech,507760,10.1,0.013,6269.93467866824,750+,750+,$40K–60K,284.0,Derivative,Standardized
285,707,837,38745,2013-10-13,94105,Tech,10215,11.9,0.143,1505.748372376876,700–749,750+,<$40K,285.0,Trade Finance,Internal Model
285,707,837,38745,2013-10-13,94105,Tech,10215,11.9,0.143,1505.748372376876,700–749,750+,<$40K,285.0,Trade Finance,Standardized
286,824,781,140852,2013-01-03,20002,Healthcare,377747,12.6,0.026,8085.251329121582,750+,750+,$100K+,,,
287,805,729,148081,2019-05-20,30303,Retail,807955,6.3,0.045,23831.551337517445,750+,700–749,$100K+,,,
288,335,584,48228,2012-06-28,94105,Healthcare,865121,13.2,0.515,389729.38981717377,<600,<600,$40K–60K,288.0,Commitment,Internal Model
289,319,815,138358,2010-07-07,60606,Retail,33834,15.1,0.531,15031.80788509191,<600,750+,$100K+,289.0,Derivative,Internal Model
289,319,815,138358,2010-07-07,60606,Retail,33834,15.1,0.531,15031.80788509191,<600,750+,$100K+,289.0,Trade Finance,Internal Model
290,620,398,54521,2015-07-09,30303,Healthcare,306618,10.1,0.23,79001.44774209219,600–649,<600,$40K–60K,,,
291,811,696,142788,2013-08-06,30303,Manufacturing,577354,12.1,0.039,16806.480532789177,750+,650–699,$100K+,,,
292,699,788,117239,2015-09-24,60606,Manufacturing,282544,9.9,0.151,50345.41937597197,650–699,750+,$100K+,,,
293,770,338,46928,2019-12-24,94105,Finance,921643,5.7,0.08,86625.80597524683,750+,<600,$40K–60K,,,
294,442,570,38322,2015-11-01,10001,Healthcare,544633,9.8,0.408,166341.9340689949,<600,<600,<$40K,294.0,Securitization,Standardized
295,391,456,77714,2013-02-20,60606,Tech,43896,12.5,0.459,16296.544010803977,<600,<600,$60K–80K,,,
296,653,374,107896,2010-12-24,60606,Finance,488646,14.7,0.197,109483.42735160814,650–699,<600,$100K+,296.0,Securitization,Internal Model
297,350,429,82292,2014-04-01,60606,Manufacturing,825331,11.4,0.5,486934.2852583216,<600,<600,$80K–100K,,,
